image_name,xmin,xmax,ymin,ymax,class_id
1532746669.png,248,428,157,277,9
1532746670.png,254,434,142,262,9
1532746671.png,273,453,141,271,9
1532746672.png,240,410,134,264,9
1532746673.png,238,398,145,265,9
1532746674.png,257,437,144,264,9
1532746675.png,335,495,148,278,9
1532746676.png,359,529,181,311,9
1532746677.png,324,504,117,257,9
1532746678.png,354,524,120,260,9
1532746679.png,380,530,105,225,9
1532746680.png,353,533,129,249,9
1532746681.png,323,503,147,267,9
1532746682.png,309,489,152,272,9
1532746683.png,324,504,144,264,9
1532746684.png,327,507,132,252,9
1532746685.png,328,508,164,284,9
1532746686.png,318,498,137,257,9
1532746687.png,314,494,110,230,9
1532746688.png,182,357,116,266,9
1532746689.png,174,344,65,215,9
1532746690.png,153,333,47,187,9
1532746691.png,128,308,86,206,9
1532746692.png,145,325,114,234,9
1532746693.png,109,309,113,253,9
1532746694.png,128,308,101,231,9
1532746695.png,184,384,124,254,9
1532746696.png,197,377,120,210,9
1532746697.png,257,437,75,195,9
1532746698.png,219,419,100,220,9
1532746699.png,243,423,96,216,9
1532746700.png,264,444,123,243,9
1532746701.png,216,406,111,251,9
1532746702.png,238,418,118,238,9
1532746703.png,259,439,130,250,9
1532746704.png,246,426,126,246,9
1532746705.png,243,423,93,213,9
1532746706.png,220,400,85,205,9
1532746707.png,235,415,57,177,9
1532746708.png,288,418,68,188,9
1532746709.png,259,439,77,197,9
1532746710.png,326,424,148,268,9
1532746711.png,293,473,134,254,9
1532746712.png,339,451,111,231,9
1532746713.png,339,471,132,202,9
1532746714.png,345,525,106,216,9
1532746715.png,331,511,124,244,9
1532746716.png,321,501,103,233,9
1532746717.png,332,512,118,238,9
1532746718.png,321,501,104,214,9
1532746719.png,337,517,124,244,9
1532746720.png,328,508,83,203,9
1532746721.png,332,512,70,190,9
1532746722.png,300,473,81,181,9
1532746723.png,272,452,61,181,9
1532746724.png,266,446,80,200,9
1532746725.png,317,481,68,188,9
1532746726.png,361,541,88,198,9
1532746727.png,359,539,102,203,9
1532746728.png,376,536,83,203,9
1532746729.png,391,551,113,233,9
1532746730.png,339,529,101,201,9
1532746731.png,398,578,91,211,9
1532746732.png,427,597,115,235,9
1532746733.png,368,548,86,201,9
1532746734.png,374,554,136,256,9
1532746735.png,304,484,76,196,9
1532746736.png,344,524,59,179,9
1532746737.png,284,468,93,213,9
1532746738.png,251,431,116,236,9
1532746739.png,232,412,122,242,9
1532746740.png,258,438,148,278,9
1532746741.png,273,453,155,275,9
1532746742.png,308,488,106,246,9
1532746743.png,323,503,126,266,9
1532746744.png,326,506,146,266,9
1532746745.png,335,515,144,264,9
1532746746.png,344,524,148,268,9
1532746747.png,337,517,181,301,9
1532746748.png,340,520,176,296,9
1532746749.png,313,493,186,306,9
1532746750.png,295,475,187,307,9
1532746751.png,324,504,166,286,9
1532746752.png,367,547,143,263,9
1532746753.png,374,554,148,268,9
1532746754.png,383,563,129,249,9
1532746755.png,396,576,123,243,9
1532746756.png,373,533,134,254,9
1532746757.png,325,505,138,258,9
1532746758.png,310,490,139,259,9
1532746759.png,279,459,105,225,9
1532746760.png,275,455,103,223,9
1532746761.png,267,441,107,227,9
1532746762.png,193,373,99,219,9
1532746763.png,162,342,126,246,9
1532746764.png,120,300,132,252,9
1532746765.png,94,274,155,281,9
1532746766.png,208,388,139,259,9
1532746767.png,168,363,143,273,9
1532746768.png,230,410,117,237,9
1532746769.png,220,400,128,248,9
1532746770.png,302,482,92,212,9
1532746771.png,272,453,84,224,9
1532746772.png,167,357,143,253,9
1532746773.png,164,334,100,220,9
1532746774.png,156,326,108,258,9
1532746775.png,158,308,127,247,9
1532746776.png,187,367,131,251,9
