image_name,xmin,xmax,ymin,ymax,class_id
1532749427.png,182,272,188,252,9
1532749428.png,324,384,213,247,9
1532749429.png,327,417,188,252,9
1532749430.png,337,427,190,254,9
1532749431.png,371,421,202,236,9
1532749432.png,344,394,172,216,9
1532749433.png,339,409,153,207,9
1532749434.png,327,387,188,252,9
1532749435.png,307,397,186,250,9
1532749436.png,389,459,187,251,9
1532749437.png,328,428,206,280,9
1532749438.png,298,418,231,325,9
1532749441.png,158,238,206,270,9
1532749442.png,158,218,276,330,9
