image_name,xmin,xmax,ymin,ymax,class_id
1532748447.png,221,461,92,236,9
1532748448.png,222,462,80,224,9
1532748449.png,201,441,81,215,9
1532748450.png,257,497,97,241,9
1532748451.png,315,545,105,249,9
1532748452.png,318,558,86,240,9
1532748453.png,294,534,103,247,9
1532748454.png,240,470,84,228,9
1532748455.png,244,474,82,226,9
1532748456.png,278,508,114,258,9
1532748457.png,278,518,92,236,9
1532748458.png,237,477,120,264,9
1532748459.png,160,400,90,224,9
1532748460.png,140,360,93,237,9
1532748461.png,127,367,108,252,9
1532748462.png,108,358,104,268,9
1532748463.png,79,319,100,244,9
1532748464.png,115,355,84,228,9
1532748465.png,163,403,95,239,9
1532748466.png,174,434,73,237,9
1532748467.png,220,460,73,217,9
1532748468.png,242,482,62,206,9
1532748469.png,264,504,96,240,9
1532748470.png,294,524,52,206,9
1532748471.png,311,551,62,226,9
1532748472.png,304,534,65,199,9
1532748473.png,253,493,74,228,9
1532748474.png,292,532,53,207,9
1532748475.png,299,539,70,214,9
1532748476.png,289,529,47,191,9
1532748477.png,238,478,69,213,9
1532748478.png,262,502,66,210,9
1532748479.png,236,476,110,254,9
1532748480.png,248,488,99,243,9
1532748495.png,242,376,116,206,9
1532748496.png,242,376,105,195,9
1532748497.png,235,369,100,180,9
1532748498.png,231,365,96,186,9
1532748499.png,210,354,85,185,9
1532748500.png,216,350,78,168,9
1532748501.png,170,324,98,198,9
1532748502.png,160,294,92,182,9
1532748503.png,171,345,87,197,9
1532748504.png,184,348,68,168,9
1532748505.png,198,332,93,183,9
1532748506.png,216,350,93,183,9
1532748507.png,201,335,78,168,9
1532748508.png,252,386,69,159,9
1532748509.png,188,322,84,174,9
1532748510.png,221,355,72,162,9
1532748511.png,201,335,83,173,9
1532748512.png,220,354,96,186,9
1532748513.png,259,393,73,163,9
1532748514.png,259,393,73,163,9
1532748551.png,302,382,122,166,9
1532748552.png,288,358,124,188,9
1532748553.png,230,310,141,185,9
1532748554.png,202,282,153,197,9
1532748555.png,219,279,101,165,9
1532748556.png,186,266,108,152,9
1532748557.png,181,261,114,168,9
1532748558.png,188,248,107,171,9
1532748559.png,144,224,116,160,9
1532748560.png,168,258,115,179,9
1532748561.png,208,288,106,150,9
1532748577.png,341,377,209,245,9
1532748578.png,338,384,209,245,9
1532748579.png,318,374,187,243,9
1532748580.png,269,325,191,247,9
1532748581.png,292,328,203,239,9
1532748582.png,272,308,203,239,9
1532748588.png,281,321,179,243,9
1532748589.png,303,343,199,243,9
1532748590.png,314,364,182,236,9
1532748591.png,339,369,163,217,9
1532748592.png,343,383,159,203,9
1532748593.png,334,374,124,188,9
1532748594.png,295,335,116,170,9
1532748595.png,226,276,118,182,9
1532748596.png,172,232,121,175,9
1532748597.png,177,227,122,186,9
1532748598.png,244,284,121,165,9
1532748599.png,228,268,127,171,9
1532748600.png,269,309,111,155,9
1532748601.png,266,306,106,150,9
1532748618.png,274,348,174,228,9
1532748619.png,282,356,165,219,9
1532748620.png,326,390,135,209,9
1532748621.png,335,409,152,206,9
1532748622.png,367,421,141,195,9
1532748623.png,387,441,134,188,9
1532748624.png,435,489,110,174,9
1532748625.png,413,467,144,198,9
1532748626.png,363,417,130,204,9
1532748627.png,382,436,132,206,9
1532748628.png,415,489,124,198,9
1532748629.png,426,480,112,206,9
1532748630.png,418,492,122,176,9
1532748631.png,421,495,78,182,9
1532748632.png,361,435,55,139,9
1532748633.png,378,452,84,138,9
1532748634.png,373,447,77,131,9
1532748635.png,361,425,54,108,9
1532748636.png,337,411,53,137,9
1532748637.png,352,426,41,95,9
1532748638.png,330,404,29,103,9
1532748639.png,300,374,61,135,9
1532748640.png,267,321,71,145,9
1532748641.png,236,300,78,142,9
