image_name,xmin,xmax,ymin,ymax,class_id
1532749942.png,235,297,274,322,9
1532749943.png,323,398,274,322,9
1532749944.png,365,427,263,311,9
1532749945.png,339,401,263,311,9
1532749946.png,306,368,257,305,9
1532749947.png,313,374,261,309,9
1532749948.png,277,339,241,289,9
1532749949.png,293,355,245,286,9
1532749950.png,289,361,293,331,9
1532749951.png,314,386,256,304,9
1532749952.png,278,350,271,319,9
1532749953.png,317,389,259,297,9
1532749954.png,297,369,226,274,9
1532749955.png,312,374,258,312,9
1532749956.png,343,415,248,296,9
1532749957.png,294,366,247,295,9
1532749958.png,252,324,247,295,9
1532749959.png,297,359,297,345,9
1532749960.png,299,371,259,307,9
1532749961.png,430,495,282,330,9
1532749962.png,388,461,251,309,9
1532749963.png,318,390,272,320,9
1532749964.png,333,415,266,334,9
1532749965.png,333,425,284,342,9
1532749968.png,210,282,163,221,9
1532749969.png,270,352,253,291,9
1532749970.png,290,360,263,311,9
1532749971.png,290,360,274,322,9
1532749978.png,283,360,254,304,9
1532749979.png,265,355,247,307,9
1532749980.png,314,384,256,306,9
1532749981.png,333,403,215,275,9
1532749982.png,370,440,276,336,9
1532749983.png,368,451,301,351,9
1532749985.png,254,334,258,328,9
1532749986.png,260,340,291,351,9
1532749987.png,285,370,286,346,9
1532749988.png,256,346,271,331,9
1532749989.png,271,361,287,347,9
1532749990.png,276,366,304,354,9
1532749991.png,273,363,302,352,9
1532749992.png,324,404,295,355,9
1532749993.png,289,369,280,340,9
1532749994.png,303,370,237,280,9
1532749995.png,286,376,253,303,9
1532749996.png,293,363,261,321,9
1532749997.png,259,349,277,337,9
1532749998.png,338,418,274,334,9
1532749999.png,309,379,282,332,9
1532750000.png,273,363,228,298,9
1532750001.png,352,422,251,301,9
1532750002.png,335,415,241,291,9
1532750003.png,330,400,276,326,9
1532750004.png,386,446,276,336,9
1532750005.png,356,416,262,322,9
1532750006.png,295,355,260,320,9
1532750007.png,310,370,256,316,9
1532750008.png,246,316,271,331,9
1532750009.png,324,364,264,324,9
1532750010.png,337,407,262,322,9
1532750011.png,331,401,260,320,9
1532750012.png,336,406,276,326,9
1532750013.png,321,401,268,328,9
1532750014.png,355,415,255,315,9
1532750015.png,341,411,233,283,9
1532750016.png,320,400,256,316,9
1532750017.png,289,379,248,308,9
1532750018.png,237,317,289,349,9
1532750019.png,353,443,274,334,9
1532750020.png,296,396,277,347,9
1532750022.png,297,397,255,315,9
1532750023.png,411,487,265,315,9
1532750024.png,507,587,275,335,9
1532750034.png,281,359,274,332,9
1532750035.png,254,342,249,297,9
1532750036.png,292,380,263,311,9
1532750037.png,296,404,229,277,9
1532750038.png,272,360,308,355,9
1532750039.png,263,371,301,355,9
1532750040.png,277,385,302,359,9
1532750041.png,272,370,297,355,9
1532750042.png,262,360,275,343,9
1532750043.png,280,378,269,337,9
1532750044.png,326,424,269,327,9
1532750045.png,333,431,273,331,9
1532750046.png,325,403,266,324,9
1532750047.png,300,388,275,333,9
1532750048.png,272,360,274,332,9
1532750049.png,302,390,258,326,9
1532750050.png,278,366,283,341,9
1532750056.png,310,418,284,352,9
1532750057.png,313,401,276,334,9
1532750058.png,304,392,267,335,9
1532750059.png,298,396,274,342,9
1532750060.png,306,414,271,329,9
1532750061.png,314,392,245,291,9
1532750102.png,275,375,164,228,9
1532750103.png,274,394,155,229,9
1532750104.png,270,390,151,225,9
1532750105.png,307,407,155,229,9
1532750106.png,279,369,169,243,9
1532750107.png,276,376,152,206,9
1532750108.png,314,414,171,235,9
1532750109.png,281,371,156,220,9
1532750110.png,322,392,167,231,9
