1530140069.png,148,388,46,316,Robot
1530140070.png,140,380,45,315,Robot
1530140071.png,159,399,52,322,Robot
1530140072.png,164,404,53,323,Robot
1530140073.png,168,408,61,331,Robot
1530140074.png,189,429,68,338,Robot
1530140075.png,200,440,41,311,Robot
1530140076.png,208,448,53,323,Robot
1530140077.png,224,464,38,308,Robot
1530140078.png,236,476,43,313,Robot
1530140079.png,231,471,52,322,Robot
1530140080.png,223,463,42,312,Robot
1530140081.png,226,466,38,308,Robot
1530140092.png,205,365,81,297,Robot
1530140093.png,196,356,81,297,Robot
1530140094.png,182,342,81,297,Robot
1530140095.png,182,342,83,299,Robot
1530140096.png,189,349,85,301,Robot
1530140097.png,192,352,93,309,Robot
1530140098.png,188,348,94,310,Robot
1530140099.png,203,363,95,311,Robot
1530140100.png,210,370,85,301,Robot
1530140101.png,189,349,76,292,Robot
1530140102.png,198,358,94,310,Robot
1530140103.png,193,353,89,305,Robot
1530140104.png,198,358,86,302,Robot
1530140120.png,169,385,49,305,Robot
1530140121.png,168,384,42,298,Robot
1530140122.png,173,389,28,284,Robot
1530140123.png,172,388,36,292,Robot
1530140124.png,170,386,41,297,Robot
1530140125.png,183,399,32,288,Robot
1530140126.png,178,394,39,295,Robot
1530140127.png,184,400,40,296,Robot
1530140128.png,203,419,39,295,Robot
1530140129.png,166,382,33,289,Robot
1530140130.png,123,339,27,283,Robot
1530140131.png,106,322,35,291,Robot
1530140139.png,223,347,56,248,Robot
1530140140.png,223,347,58,250,Robot
1530140141.png,226,350,60,252,Robot
1530140142.png,233,357,57,249,Robot
1530140143.png,232,356,61,253,Robot
1530140144.png,237,361,56,248,Robot
1530140145.png,239,363,57,249,Robot
1530140146.png,245,369,56,248,Robot
1530140147.png,248,372,53,245,Robot
1530140148.png,279,403,70,262,Robot
1530140149.png,271,395,68,260,Robot
1530140150.png,263,387,70,262,Robot
1530140151.png,270,394,86,278,Robot
1530140152.png,302,426,77,269,Robot
1530140153.png,285,409,76,268,Robot
1530140154.png,292,416,68,260,Robot
1530140155.png,288,412,74,266,Robot
1530140156.png,315,439,87,279,Robot
1530140157.png,288,412,67,259,Robot
