image_name,xmin,xmax,ymin,ymax,class_id
1532745991.png,296,440,178,258,9
1532745992.png,298,442,170,250,9
1532745999.png,304,418,163,253,9
1532746000.png,298,432,142,232,9
1532746008.png,388,522,120,210,9
1532746009.png,271,418,106,206,9
1532746010.png,299,423,121,211,9
1532746011.png,263,375,125,205,9
1532746012.png,266,386,130,200,9
1532746013.png,255,379,142,212,9
1532746014.png,226,340,106,186,9
1532746015.png,192,323,148,228,9
1532746016.png,182,306,140,220,9
1532746017.png,166,280,145,225,9
1532746018.png,147,281,149,239,9
1532746019.png,148,272,137,227,9
1532746024.png,193,327,124,234,9
1532746025.png,235,349,77,169,9
1532746028.png,269,413,145,225,9
1532746029.png,259,382,174,254,9
1532746030.png,286,410,187,267,9
1532746031.png,291,415,156,236,9
1532746032.png,317,431,158,238,9
1532746033.png,322,446,154,234,9
1532746034.png,357,478,132,212,9
1532746035.png,278,412,158,238,9
1532746036.png,242,376,124,204,9
1532746037.png,247,371,133,213,9
1532746038.png,232,366,118,208,9
1532746039.png,229,373,135,215,9
1532746040.png,241,385,124,204,9
1532746041.png,239,383,118,198,9
1532746042.png,249,393,130,230,9
1532746043.png,238,372,120,200,9
1532746044.png,244,378,111,191,9
1532746045.png,233,377,92,172,9
1532746046.png,239,383,100,180,9
1532746047.png,251,385,66,146,9
1532746048.png,261,405,95,175,9
1532746049.png,253,377,144,234,9
1532746050.png,222,346,158,238,9
1532746051.png,240,374,152,232,9
1532746054.png,255,389,119,187,9
1532746055.png,278,402,148,228,9
1532746058.png,282,416,118,194,9
1532746059.png,284,428,154,234,9
1532746060.png,269,387,186,256,9
1532746061.png,299,413,168,238,9
1532746073.png,312,456,175,255,9
1532746074.png,353,497,183,276,9
1532746075.png,295,449,145,245,9
1532746076.png,277,440,173,273,9
1532746077.png,240,374,151,251,9
1532746078.png,197,321,118,198,9
1532746079.png,215,340,147,227,9
1532746082.png,302,416,163,233,9
1532746083.png,328,442,203,273,9
1532746084.png,258,374,142,231,9
1532746085.png,266,380,213,273,9
1532746086.png,239,353,187,252,9
1532746087.png,276,400,220,290,9
1532746088.png,263,377,252,332,9
1532746095.png,160,282,216,314,9
1532746096.png,161,285,212,302,9
1532746097.png,215,351,187,291,9
1532746098.png,257,391,203,293,9
