image_name,xmin,xmax,ymin,ymax,class_id
1532746669.png,248,428,157,277,9
1532746676.png,359,529,181,311,9
1532746677.png,324,504,117,257,9
1532746678.png,354,524,120,260,9
1532746679.png,380,530,105,225,9
1532746680.png,353,533,129,249,9
1532746681.png,323,503,147,267,9
1532746682.png,309,489,152,272,9
1532746683.png,324,504,144,264,9
1532746686.png,318,498,137,257,9
1532746687.png,314,494,110,230,9
1532746688.png,182,357,116,266,9
1532746691.png,128,308,86,206,9
1532746692.png,145,325,114,234,9
1532746693.png,109,309,113,253,9
1532746694.png,128,308,101,231,9
1532746695.png,184,384,124,254,9
1532746699.png,243,423,96,216,9
1532746702.png,238,418,118,238,9
1532746703.png,259,439,130,250,9
1532746704.png,246,426,126,246,9
1532746705.png,243,423,93,213,9
1532746708.png,288,418,68,188,9
1532746709.png,259,439,77,197,9
1532746710.png,326,424,148,268,9
1532746711.png,293,473,134,254,9
1532746712.png,339,451,111,231,9
1532746713.png,339,471,132,202,9
1532746714.png,345,525,106,216,9
1532746715.png,331,511,124,244,9
1532746716.png,321,501,103,233,9
1532746728.png,376,536,83,203,9
1532746729.png,391,551,113,233,9
1532746730.png,339,529,101,201,9
1532746731.png,398,578,91,211,9
1532746732.png,427,597,115,235,9
1532746733.png,368,548,86,201,9
1532746734.png,374,554,136,256,9
1532746735.png,304,484,76,196,9
1532746736.png,344,524,59,179,9
1532746737.png,284,468,93,213,9
1532746738.png,251,431,116,236,9
1532746739.png,232,412,122,242,9
1532746740.png,258,438,148,278,9
1532746741.png,273,453,155,275,9
1532746742.png,308,488,106,246,9
1532746743.png,323,503,126,266,9
1532746744.png,326,506,146,266,9
1532746745.png,335,515,144,264,9
1532746746.png,344,524,148,268,9
1532746747.png,337,517,181,301,9
1532746748.png,340,520,176,296,9
1532746749.png,313,493,186,306,9
1532746750.png,295,475,187,307,9
1532746751.png,324,504,166,286,9
1532746752.png,367,547,143,263,9
1532746753.png,374,554,148,268,9
1532746754.png,383,563,129,249,9
1532746755.png,396,576,123,243,9
1532746756.png,373,533,134,254,9
1532746757.png,325,505,138,258,9
1532746760.png,275,455,103,223,9
1532746761.png,267,441,107,227,9
1532746765.png,94,274,155,281,9
1532746766.png,208,388,139,259,9
1532746767.png,168,363,143,273,9
1532746771.png,272,453,84,224,9
1532746772.png,167,357,143,253,9
1532746773.png,164,334,100,220,9
1532746774.png,156,326,108,258,9
1532746775.png,158,308,127,247,9
1532746776.png,187,367,131,251,9
