image_name,xmin,xmax,ymin,ymax,class_id
1532747961.png,247,463,129,249,9
1532747969.png,274,430,136,266,9
1532747970.png,248,414,108,228,9
1532747971.png,192,378,105,225,9
1532747978.png,234,430,144,254,9
1532747982.png,222,408,164,284,9
1532747983.png,267,483,134,254,9
1532748017.png,196,356,88,208,9
1532748018.png,204,364,74,194,9
1532748022.png,135,275,87,207,9
1532748026.png,223,363,96,216,9
1532748027.png,227,367,71,191,9
1532748028.png,252,412,82,202,9
1532748029.png,272,432,119,229,9
1532748030.png,275,415,173,273,9
1532748031.png,207,387,145,265,9
1532748032.png,180,340,179,279,9
1532748049.png,270,360,203,257,9
1532748050.png,264,354,210,264,9
1532748051.png,288,378,218,272,9
1532748052.png,280,360,223,297,9
1532748053.png,339,439,190,314,9
1532748054.png,386,486,181,275,9
1532748055.png,352,482,144,258,9
1532748056.png,335,465,182,286,9
1532748060.png,350,450,213,303,9
1532748061.png,365,465,227,317,9
1532748062.png,298,448,224,304,9
1532748063.png,311,481,160,260,9
1532748064.png,315,465,200,290,9
1532748079.png,297,421,170,244,9
1532748080.png,296,420,158,232,9
1532748081.png,305,429,151,225,9
1532748082.png,249,403,107,181,9
1532748083.png,303,427,108,182,9
1532748084.png,311,435,107,181,9
1532748085.png,406,520,88,172,9
1532748086.png,381,495,94,168,9
1532748087.png,377,491,80,164,9
1532748088.png,347,471,120,194,9
1532748089.png,234,338,164,238,9
1532748090.png,269,383,150,224,9
1532748091.png,256,360,150,224,9
1532748092.png,267,371,160,234,9
1532748095.png,260,374,132,216,9
1532748096.png,241,365,163,247,9
1532748099.png,172,306,109,183,9
1532748100.png,172,296,135,229,9
1532748101.png,189,313,123,197,9
1532748104.png,114,258,125,189,9
1532748105.png,149,273,158,232,9
1532748106.png,184,308,157,231,9
1532748107.png,159,303,142,226,9
1532748108.png,129,243,135,209,9
1532748109.png,124,248,95,169,9
1532748110.png,100,224,132,206,9
1532748111.png,147,241,93,167,9
1532748112.png,160,254,93,167,9
1532748113.png,192,266,135,199,9
1532748114.png,200,284,114,188,9
1532748115.png,200,284,83,137,9
1532748116.png,190,314,122,196,9
1532748139.png,368,440,82,122,9
1532748148.png,412,474,127,167,9
1532748149.png,248,320,144,194,9
1532748150.png,175,247,156,196,9
1532748151.png,239,291,116,166,9
1532748152.png,211,283,134,174,9
1532748155.png,290,362,110,170,9
1532748156.png,340,402,132,182,9
1532748157.png,400,462,176,226,9
1532748158.png,411,483,173,213,9
1532748159.png,422,494,162,202,9
1532748160.png,444,516,166,236,9
1532748161.png,381,453,143,213,9
1532748162.png,357,429,188,258,9
1532748163.png,383,465,187,257,9
1532748164.png,336,428,184,254,9
1532748165.png,111,233,159,239,9
1532748166.png,175,287,148,238,9
