image_name,xmin,xmax,ymin,ymax,class_id
1532749112.png,206,286,219,259,9
1532749113.png,302,372,221,261,9
1532749117.png,316,396,214,254,9
1532749128.png,288,368,223,263,9
1532749134.png,290,360,233,273,9
1532749135.png,287,357,258,308,9
1532749136.png,337,397,226,276,9
1532749137.png,330,410,197,257,9
1532749138.png,315,395,228,268,9
1532749142.png,370,460,232,302,9
1532749143.png,344,434,210,270,9
1532749144.png,297,387,257,317,9
1532749146.png,212,292,233,273,9
1532749147.png,293,363,194,244,9
1532749148.png,290,370,197,257,9
1532749149.png,292,372,216,256,9
1532749150.png,282,362,225,265,9
1532749234.png,303,393,178,250,9
1532749235.png,347,437,195,257,9
1532749236.png,357,447,191,253,9
1532749237.png,346,436,151,273,9
1532749244.png,337,427,167,239,9
1532749245.png,342,432,189,271,9
1532749246.png,359,449,220,292,9
1532749247.png,343,453,231,303,9
1532749248.png,342,452,230,302,9
1532749249.png,341,461,201,303,9
1532749250.png,355,445,172,244,9
1532749251.png,317,467,154,266,9
1532749252.png,320,500,89,231,9
1532749253.png,150,360,30,202,9
1532749269.png,327,457,132,218,9
1532749270.png,317,467,85,181,9
1532749271.png,286,436,135,231,9
1532749272.png,309,449,168,264,9
1532749273.png,334,514,132,228,9
1532749274.png,341,501,94,180,9
1532749275.png,275,425,139,235,9
1532749276.png,286,426,150,246,9
1532749277.png,248,378,166,232,9
1532749278.png,315,425,179,245,9
1532749279.png,247,327,160,216,9
1532749280.png,260,350,131,187,9
1532749287.png,376,476,118,184,9
1532749288.png,308,408,117,183,9
1532749289.png,257,357,150,236,9
1532749290.png,420,520,90,166,9
1532749291.png,377,487,95,181,9
1532749292.png,235,325,82,158,9
1532749293.png,248,348,44,130,9
1532749294.png,309,399,60,146,9
1532749295.png,344,454,56,152,9
1532749296.png,347,447,142,218,9
1532749297.png,481,561,82,138,9
1532749298.png,389,459,83,139,9
1532749299.png,330,440,116,182,9
1532749304.png,248,348,90,166,9
1532749305.png,216,306,86,162,9
1532749306.png,324,414,121,177,9
1532749307.png,402,482,128,174,9
1532749308.png,420,480,120,166,9
